projectname,classification,commenttext
SpringFramework,WITHOUT_CLASSIFICATION,//  Fix point algorithm: add the first basic block to a list of blocks to process (i.e. blocks   whose stack map frame has changed) and while there are blocks to process remove one from   the list and update the stack map frames of its successor blocks in the control flow graph   (which might change them in which case these blocks must be processed too and are thus   added to the list of blocks to process). Also compute the maximum stack size of the method 
SpringFramework,WITHOUT_CLASSIFICATION,//  Set arguments: Does nothing if there are no parameters. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check that lookup methods exist and determine their overloaded status. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Note: fields are ordered as in the ClassFile structure and those related to attributes are   ordered as in Section 4.7 of the JVMS. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Local variables are in variable scopes which come and go during evaluation.  Normal variables are   accessible through the evaluation context 
SpringFramework,WITHOUT_CLASSIFICATION,//  Can only generate bytecode where the right operand is a direct type reference   not if it is indirect (for example when right operand is a variable reference) 
SpringFramework,WITHOUT_CLASSIFICATION,//  give up trying to compile it when it just doesn't seem to be possible. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Massage return value if necessary 
SpringFramework,WITHOUT_CLASSIFICATION,//  was not available. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Rollback 
SpringFramework,WITHOUT_CLASSIFICATION,//  Hessian 2.0 call... for some reason not handled in HessianServlet! 
SpringFramework,WITHOUT_CLASSIFICATION,//  Call two methods to test for SPR-3953-like condition 
SpringFramework,WITHOUT_CLASSIFICATION,//  Explicit access via Buffer base type for compatibility   with covariant return type on JDK 9's ByteBuffer... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Normal case: URI contains context path. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Set request attribute to fallback theme and remove cookie. 
SpringFramework,WITHOUT_CLASSIFICATION,//  See https://stackoverflow.com/questions/12626699/if-modified-since-http-header-passed-by-ie9-includes-length 
SpringFramework,WITHOUT_CLASSIFICATION,//  direct to the target using the fixed chain for that method. 
SpringFramework,WITHOUT_CLASSIFICATION,//  varargs conversion 
SpringFramework,WITHOUT_CLASSIFICATION,//  Copy request headers as they might be pooled and recycled by   the server implementation once the handshake HTTP exchange is done. 
SpringFramework,WITHOUT_CLASSIFICATION,//  In 2.0 XSD as well as in 2.1 XSD. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Multi-purpose return value types 
SpringFramework,WITHOUT_CLASSIFICATION,//  lazy scheduled tasks are a contradiction in terms -> force to false 
SpringFramework,WITHOUT_CLASSIFICATION,//  Take this as a close match if there isn't one already 
SpringFramework,WITHOUT_CLASSIFICATION,//  -> JobExecutionException to be logged at info level by Quartz 
SpringFramework,WITHOUT_CLASSIFICATION,//  Assumes no overloading of test methods... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use a default of near-lowest precedence still allowing for even lower precedence in other mappings 
SpringFramework,WITHOUT_CLASSIFICATION,//  destroyMethod 
SpringFramework,WITHOUT_CLASSIFICATION,//  Wrap the EntityManagerFactory in a factory implementing all its interfaces.   This allows interception of createEntityManager methods to return an   application-managed EntityManager proxy that automatically joins   existing transactions. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Lazy invocation of the target method on the provided type 
SpringFramework,WITHOUT_CLASSIFICATION,//  TODO [SPR-9517] Enable ParameterizedSubclassDoesNotOverrideConcreteImplementationsFromGenericAbstractSuperclass test cases   { ParameterizedSubclassDoesNotOverrideConcreteImplementationsFromGenericAbstractSuperclass.class true } // CGLIB proxy   { ParameterizedSubclassDoesNotOverrideConcreteImplementationsFromGenericAbstractSuperclass.class false } 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create a new XmlBeanDefinitionReader for the given BeanFactory. 
SpringFramework,WITHOUT_CLASSIFICATION,//  but 07xxx will be bad grammar picked up by the fallback SQLState translator 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15674 (in comments) 
SpringFramework,WITHOUT_CLASSIFICATION,//  We could check canEncode but we're probably last in order anyway 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ensure we have at least some HandlerExceptionResolvers by registering 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14584 
SpringFramework,WITHOUT_CLASSIFICATION,//  set the new value 
SpringFramework,WITHOUT_CLASSIFICATION,//  value of false 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15782 
SpringFramework,WITHOUT_CLASSIFICATION,//  Index of the next runtime invisible type annotation to read (in the 
SpringFramework,WITHOUT_CLASSIFICATION,//  1. First item received   2. writeFunction applied and writeCompletionBarrier subscribed to it   3. writeFunction fails e.g. to flush status and headers before request(n) from server 
SpringFramework,WITHOUT_CLASSIFICATION,//  Make MessageSource aware of parent MessageSource. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Attach any proxy target class metadata. 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   General convenience methods for working with Strings  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  findAnnotation() does search on interfaces 
SpringFramework,WITHOUT_CLASSIFICATION,//  Load Level 3-A 
SpringFramework,WITHOUT_CLASSIFICATION,//  endif designates the instruction just after GOTO_W and is visited as part of the 
SpringFramework,WITHOUT_CLASSIFICATION,//  Merged annotation chooses lowest depth 
SpringFramework,WITHOUT_CLASSIFICATION,//  Corresponding qualifier on bean implementation class? (for custom user types) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Proceed with file system resolution... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16108 
SpringFramework,WITHOUT_CLASSIFICATION,//  Have we already encountered that Locale before?
SpringFramework,WITHOUT_CLASSIFICATION,//  Ensure we have at least one HandlerMapping by registering 
SpringFramework,WITHOUT_CLASSIFICATION,//  Annotations used on tested elements 
SpringFramework,WITHOUT_CLASSIFICATION,//  No current invocation... 
SpringFramework,WITHOUT_CLASSIFICATION,//  varargs 
SpringFramework,WITHOUT_CLASSIFICATION,//  Passing (intSub) on call to foo(IntegerSuper) requires boxing conversion of argument zero 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13254 
SpringFramework,WITHOUT_CLASSIFICATION,//  Return early if [handlerStarthandlerEnd[ and [rangeStartrangeEnd[ don't intersect. 
SpringFramework,WITHOUT_CLASSIFICATION,//  The method may be on an interface but we need attributes from the target class. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Cut off at latest possible point 
SpringFramework,WITHOUT_CLASSIFICATION,//  If we get here we're supposed to shut down. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unsupported operations 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12647 
SpringFramework,WITHOUT_CLASSIFICATION,//  Load Level 3-B 
SpringFramework,WITHOUT_CLASSIFICATION,//  If no CacheManager given fetch the default. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Enforce comment prefix aliases within the global @SqlConfig. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Spring 1.2 style 
SpringFramework,WITHOUT_CLASSIFICATION,//  the content of these attributes. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-17082 
SpringFramework,WITHOUT_CLASSIFICATION,//  --- ContextLoader ------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Will work for transactional and non-transactional connections. 
SpringFramework,WITHOUT_CLASSIFICATION,//  a default HandlerMapping if no other mappings are found. 
SpringFramework,WITHOUT_CLASSIFICATION,//  End of meaningful data... 
SpringFramework,WITHOUT_CLASSIFICATION,//  The invoker wraps any Throwable in a ThrowableWrapper instance so we   can just make sure that one bubbles up the stack. 
SpringFramework,WITHOUT_CLASSIFICATION,//  should not fail! 
SpringFramework,WITHOUT_CLASSIFICATION,//  all need converting to strings 
SpringFramework,WITHOUT_CLASSIFICATION,//  https://en.wikipedia.org/wiki/Billion_laughs   https://msdn.microsoft.com/en-us/magazine/ee335713.aspx 
SpringFramework,WITHOUT_CLASSIFICATION,//  static method one parameter of reference type 
SpringFramework,WITHOUT_CLASSIFICATION,//  Nothing on the stack but something is needed 
SpringFramework,WITHOUT_CLASSIFICATION,//  Order of decoders may be significant for default data MimeType   selection in RSocketRequester.Builder 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16983 
SpringFramework,WITHOUT_CLASSIFICATION,//  Separate between BeanPostProcessors that implement PriorityOrdered 
SpringFramework,WITHOUT_CLASSIFICATION,//  always false - but left operand code always driven   in case it had side effects 
SpringFramework,WITHOUT_CLASSIFICATION,//  config file doesn't matter.  just a placeholder 
SpringFramework,WITHOUT_CLASSIFICATION,//  Finally register the composite component. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check that logger survived deserialization 
SpringFramework,WITHOUT_CLASSIFICATION,//  Expanding the ASM specific instructions can introduce F_INSERT frames even if the method   does not currently have any frame. These inserted frames must be computed by simulating the   effect of the bytecode instructions one by one starting from the implicit first frame.   For this MethodWriter needs to know maxLocals before the first instruction is visited. To   ensure this we visit the implicit first frame here (passing only maxLocals - the rest is   computed in MethodWriter). 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15785 
SpringFramework,WITHOUT_CLASSIFICATION,//  Rely on singleton semantics provided by the factory. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12778 
SpringFramework,WITHOUT_CLASSIFICATION,//  frameDecoder does not apply to connectionSetupPayload   so retain here since handle expects it.. 
SpringFramework,WITHOUT_CLASSIFICATION,//  elvis has left the building 
SpringFramework,WITHOUT_CLASSIFICATION,//  WebSphere 
SpringFramework,WITHOUT_CLASSIFICATION,//  unadvised calls to static targets that cannot return this). 
SpringFramework,WITHOUT_CLASSIFICATION,//  The children might be further lists if they are not constants. In this   situation do not call back into generateCode() because it will register another clinit adder.   Instead directly build the list here: 
SpringFramework,WITHOUT_CLASSIFICATION,//  dynamic resizes) and fill it with the ClassFile content. 
SpringFramework,WITHOUT_CLASSIFICATION,//  static @Bean methods have no constraints to validate -> return immediately 
SpringFramework,WITHOUT_CLASSIFICATION,//  Expose RequestContext instance for Spring macros. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13257 
SpringFramework,WITHOUT_CLASSIFICATION,//  Signature attributes always use 8 bytes. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Maintainer's note: changes made here should also be made in   AnnotationAsyncExecutionAspect#getExecutorQualifier 
SpringFramework,WITHOUT_CLASSIFICATION,//  The size in bytes to use when allocating the next byte[] 
SpringFramework,WITHOUT_CLASSIFICATION,//  need to touch the MBean proxy 
SpringFramework,WITHOUT_CLASSIFICATION,//  Nested transaction through nested begin and commit/rollback calls.   Usually only for JTA: Spring synchronization might get activated here   in case of a pre-existing JTA transaction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ignore exception on close... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Inequality between standard and synthesized annotations 
SpringFramework,WITHOUT_CLASSIFICATION,//  In case the map key is unqualified we want it evaluated against the root object   so temporarily push that on whilst evaluating the key 
SpringFramework,WITHOUT_CLASSIFICATION,//  We're all set... find the unbound parameter and bind it. 
SpringFramework,WITHOUT_CLASSIFICATION,// ctx.setConfigLocation("programmatic.xml"); // nothing set programmatically 
SpringFramework,WITHOUT_CLASSIFICATION,//  All keys should be strings 
SpringFramework,WITHOUT_CLASSIFICATION,//  Parse the argument types one at a each loop iteration. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Redeclared for visibility within simp.stomp 
SpringFramework,WITHOUT_CLASSIFICATION,//  Log message stuff 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only pass in the NoLocal flag in case of a Topic (pub-sub mode):   Some JMS providers such as WebSphere MQ 6.0 throw IllegalStateException   in case of the NoLocal flag being specified for a Queue. 
SpringFramework,WITHOUT_CLASSIFICATION,//  org.springframework.test.context.support --> 5 levels up to the root of the classpath 
SpringFramework,WITHOUT_CLASSIFICATION,//  class field 
SpringFramework,WITHOUT_CLASSIFICATION,//  Wildcard with suffix e.g. application/*+xml 
SpringFramework,WITHOUT_CLASSIFICATION,//  If we haven't closed the Connection in beforeCompletion   close it now. The holder might have been used for other   cleanup in the meantime for example by a Hibernate Session. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Bind the entity manager holder to the thread. 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * This method never fails allowing to try other possible ways to use an	 * server-agnostic weaver. This non-failure logic is required since	 * determining a load-time weaver based on the ClassLoader name alone may	 * legitimately fail due to other mismatches.	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  2. Resolve unencoded resource 
SpringFramework,WITHOUT_CLASSIFICATION,//  NOTE: @ModelAttribute will NOT be found on the abstract superclass if   @RequestMapping is declared locally. Thus we have to redeclare   @ModelAttribute locally as well. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Cache region is not defined. Should create one with default properties. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unknown Number subtypes -> best guess is double multiplication 
SpringFramework,WITHOUT_CLASSIFICATION,//  Access float array 
SpringFramework,WITHOUT_CLASSIFICATION,//  New script content... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ignore as does IndexedPropertyDescriptor#getPropertyType 
SpringFramework,WITHOUT_CLASSIFICATION,//  Let's create the outer bean named "innerBean"   to check whether it doesn't create any conflicts   with the actual inner beans named "innerBean". 
SpringFramework,WITHOUT_CLASSIFICATION,//  Can do custom FieldError registration with invalid value from ConstraintViolation   as necessary for Hibernate Validator compatibility (non-indexed set path in field) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Compute the length and the hash code of the bootstrap method. 
SpringFramework,WITHOUT_CLASSIFICATION,//  - The offset of the Module attribute or 0. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Note that ints is of type Collection<Integer> but the collection returned   by createApproximateCollection() is of type Collection<Color>. Thus 42   cannot be cast to a Color. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shouldn't proxy framework interfaces 
SpringFramework,WITHOUT_CLASSIFICATION,//  Not an int literal but an opminus with one operand:   expression = parser.parseExpression("-1");   assertCanCompile(expression);   assertEquals(-1 expression.getValue()); 
SpringFramework,WITHOUT_CLASSIFICATION,//  look for direct name match 
SpringFramework,WITHOUT_CLASSIFICATION,//  fallback to resource.readableChannel() below 
SpringFramework,WITHOUT_CLASSIFICATION,//  non-standard write method 
SpringFramework,WITHOUT_CLASSIFICATION,// SPR-12372 & SPR-13455 
SpringFramework,WITHOUT_CLASSIFICATION,//  Avoid multiple adjacent whitespace characters 
SpringFramework,WITHOUT_CLASSIFICATION,//  Neither BindingResult nor target object available. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Bean property binding and validation;   skipped in case of binding failure on construction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-11443 
SpringFramework,WITHOUT_CLASSIFICATION,//  Implicitly invoked by set/setException: store current thread for   determining whether the given result has actually triggered completion   (since FutureTask.set/setException unfortunately don't expose that) 
SpringFramework,WITHOUT_CLASSIFICATION,//  No args -> delegate to standard getBean method. 
SpringFramework,WITHOUT_CLASSIFICATION,//  try resolving as relative path 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fallback: setString or setNString binding 
SpringFramework,WITHOUT_CLASSIFICATION,//  reply 
SpringFramework,WITHOUT_CLASSIFICATION,//  gh-23175 
SpringFramework,WITHOUT_CLASSIFICATION,//  Required so that references (up container hierarchies) are correctly resolved. 
SpringFramework,WITHOUT_CLASSIFICATION,//  <-- no options whatsoever 
SpringFramework,WITHOUT_CLASSIFICATION,//  if it wasn't before it is now 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16720 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shared resource cache -> reset to local cache. 
SpringFramework,WITHOUT_CLASSIFICATION,// MapPersistenceExceptionTranslator mpet = new MapPersistenceExceptionTranslator(); 
SpringFramework,WITHOUT_CLASSIFICATION,//  Simple conversion: int to string 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-9194 
SpringFramework,WITHOUT_CLASSIFICATION,//  New Session to be bound for the current method's scope... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shortcut if there is no work to do 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * See SPR-6876	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  given 
SpringFramework,WITHOUT_CLASSIFICATION,//  New in Jackson 2.7 
SpringFramework,WITHOUT_CLASSIFICATION,//  otherwise ignore beans where the class is not resolvable 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15524 
SpringFramework,WITHOUT_CLASSIFICATION,//  First invoke the user-specific ExceptionListener if any. 
SpringFramework,WITHOUT_CLASSIFICATION,//  right is a float 
SpringFramework,WITHOUT_CLASSIFICATION,//  read method 
SpringFramework,WITHOUT_CLASSIFICATION,//  Subscriber methods and async I/O notification methods... 
SpringFramework,WITHOUT_CLASSIFICATION,//  RECEIPT frame 
SpringFramework,WITHOUT_CLASSIFICATION,//  If dstType is the NULL type merge(srcType dstType) = srcType or TOP if srcType is not a   an array type or a reference type. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create Connection through invoking WSDataSource.getConnection(JDBCConnectionSpec) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Type conversion from "Patty" to TestBean via TestBean(String) constructor 
SpringFramework,WITHOUT_CLASSIFICATION,//  In case of FactoryBean return singleton status of created object. 
SpringFramework,WITHOUT_CLASSIFICATION,//  first call: cache miss 
SpringFramework,WITHOUT_CLASSIFICATION,//  Until this is fixed https://github.com/synchronoss/nio-multipart/issues/10 
SpringFramework,WITHOUT_CLASSIFICATION,//  ensure some send time elapses 
SpringFramework,WITHOUT_CLASSIFICATION,//  If not resolvable above and the referenced factory bean doesn't exist yet   exit here - we don't want to force the creation of another bean just to 
SpringFramework,WITHOUT_CLASSIFICATION,//  the concrete type may not be a Boolean - can be String 
SpringFramework,WITHOUT_CLASSIFICATION,//  Supported methods and required session 
SpringFramework,WITHOUT_CLASSIFICATION,//  Deprecated HTTP 1.0 cache behavior as in previous Spring versions 
SpringFramework,WITHOUT_CLASSIFICATION,//  We use {@link Label#getCanonicalInstance} to store the state of a basic block in only   one place but this does not work for labels which have not been visited yet.   Therefore when we detect here two labels having the same bytecode offset we need to 
SpringFramework,WITHOUT_CLASSIFICATION,//  isEmpty() and size() 
SpringFramework,WITHOUT_CLASSIFICATION,//  Non existent field (or property): 
SpringFramework,WITHOUT_CLASSIFICATION,//  exception parameter cannot be cloned 
SpringFramework,WITHOUT_CLASSIFICATION,//  NOTE: the two DataSource instances are NOT the same! 
SpringFramework,WITHOUT_CLASSIFICATION,//  Lenient handling (e.g. error dispatch): ignore locale/timezone parse exceptions 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12771 
SpringFramework,WITHOUT_CLASSIFICATION,//  Runnable decorator to user-level FutureTask if different 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should never happen... would have thrown an exception before   and as a consequence led to a rollback not to a commit call.   In any case the transaction is already fully cleaned up. 
SpringFramework,WITHOUT_CLASSIFICATION,//  looking for the first extension 
SpringFramework,WITHOUT_CLASSIFICATION,//  First register the BeanPostProcessors that implement PriorityOrdered. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check up until the varargs argument: 
SpringFramework,WITHOUT_CLASSIFICATION,//  length of a populated token stream 
SpringFramework,WITHOUT_CLASSIFICATION,//  Default value: null. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Second try is the caching operation on the target class. 
SpringFramework,WITHOUT_CLASSIFICATION,//  constructors 
SpringFramework,WITHOUT_CLASSIFICATION,//  The target does not implement the equals(Object) method itself. 
SpringFramework,WITHOUT_CLASSIFICATION,//  next token is not "(" either can't be a pc... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Demonstrates we cant inject that event because the listener has a wildcard 
SpringFramework,WITHOUT_CLASSIFICATION,//  FunctionReference 
SpringFramework,WITHOUT_CLASSIFICATION,//  No cache in order to check every time if IFrame are authorized 
SpringFramework,WITHOUT_CLASSIFICATION,//  URL decode after request mapping not before. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Different parts of ternary expression are null 
SpringFramework,WITHOUT_CLASSIFICATION,//  Deep copy with overridden values. 
SpringFramework,WITHOUT_CLASSIFICATION,//  from: src/test/webapp/resources/Spring.js 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-9062 
SpringFramework,WITHOUT_CLASSIFICATION,//  empty list '{}' 
SpringFramework,WITHOUT_CLASSIFICATION,//  getParentLogger() is required for JDBC 4.1 compatibility 
SpringFramework,WITHOUT_CLASSIFICATION,//  The operand is going to be read and then assigned to we don't want to evaluate it twice. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Let subclasses do some final clean-up if they wish... 
SpringFramework,WITHOUT_CLASSIFICATION,//  enforcing its full initialization... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check it didn't affect the other thread's copy 
SpringFramework,WITHOUT_CLASSIFICATION,//  functionOrVar   : (POUND ID LPAREN) => function   | var     function : POUND id=ID methodArgs -> ^(FUNCTIONREF[$id] methodArgs); 
SpringFramework,WITHOUT_CLASSIFICATION,//  against the Lockable interface introduced by the specific advisor 
SpringFramework,WITHOUT_CLASSIFICATION,//  variables and functions 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fall back on default 
SpringFramework,WITHOUT_CLASSIFICATION,//  The present implementation always returns 1 making Quartz   always schedule any tasks that it feels like scheduling.   This could be made smarter for specific TaskExecutors   for example calling {@code getMaximumPoolSize() - getActiveCount()}   on a {@code java.util.concurrent.ThreadPoolExecutor}. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Look for matching annotation on the target class 
SpringFramework,WITHOUT_CLASSIFICATION,//  proceed with field lookup 
SpringFramework,WITHOUT_CLASSIFICATION,//  Direct annotation present?
SpringFramework,WITHOUT_CLASSIFICATION,//  Can also obtain the mixin (this) this way  Lockable mixin = (Lockable) jp.getThis(); 
SpringFramework,WITHOUT_CLASSIFICATION,//  There is an initializer 
SpringFramework,WITHOUT_CLASSIFICATION,//  When resolving against a temporary class loader exit early in order   to avoid storing the resolved Class in the bean definition. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Parse and store the target_path structure. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Lazily initialize the delegate if necessary. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Client or server: single Resource... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only prefix the path delimiter if something exists before it 
SpringFramework,WITHOUT_CLASSIFICATION,//  -----------------------------------------------------------------------------------------------   Frame merging methods used in the second step of the stack map frame computation algorithm   ----------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Remove whitespace from handler bean name. 
SpringFramework,WITHOUT_CLASSIFICATION,//  check position for final 'false' 
SpringFramework,WITHOUT_CLASSIFICATION,//  null means any registered server but "" specifically means the platform server 
SpringFramework,WITHOUT_CLASSIFICATION,//  Delegate to JpaDialect for actual transaction begin. 
SpringFramework,WITHOUT_CLASSIFICATION,//  constructorArgs 
SpringFramework,WITHOUT_CLASSIFICATION,//  ASM API versions. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SqlParameterValue overrides declared parameter meta-data in particular for   independence from the declared parameter position in case of named parameters. 
SpringFramework,WITHOUT_CLASSIFICATION,//  OpDec 
SpringFramework,WITHOUT_CLASSIFICATION,//  Prefer remote registries due to cross-server SessionLookup 
SpringFramework,WITHOUT_CLASSIFICATION,//  -----------------------------------------------------------------------------------------------   Methods to handle uninitialized types   ----------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check its unchanged 
SpringFramework,WITHOUT_CLASSIFICATION,//  interleaved writing 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check the return value 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use the Pointcuts matches method 
SpringFramework,WITHOUT_CLASSIFICATION,//  Stopping jetty will undeploy the servlet 
SpringFramework,WITHOUT_CLASSIFICATION,//  basic 
SpringFramework,WITHOUT_CLASSIFICATION,//  Name of table for this context 
SpringFramework,WITHOUT_CLASSIFICATION,//  Else only apply if there are no explicit handler mappings. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Optimization to avoid creating ClassReader for super class 
SpringFramework,WITHOUT_CLASSIFICATION,//  just invoke any method to see if advice fired 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check parent MessageSource returning null if not found there.   Covers custom MessageSource impls and DelegatingMessageSource. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fetch prototype target bean... 
SpringFramework,WITHOUT_CLASSIFICATION,//  should throw bad (non-interface-type) serviceLocator interface supplied 
SpringFramework,WITHOUT_CLASSIFICATION,//  Only accept fallback match if @Qualifier annotation has a value...   Otherwise it is just a marker for a custom qualifier annotation. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Not allowed to access non-public methods...   Fallback: check locally declared public methods only. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Strip the first key. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Sanity check: check that argument conversion doesn't work with plain MethodInvoker 
SpringFramework,WITHOUT_CLASSIFICATION,//  Never use ASM for core java types 
SpringFramework,WITHOUT_CLASSIFICATION,//  The JDK does not contain default editors for number wrapper types! 
SpringFramework,WITHOUT_CLASSIFICATION,//  The wac environment's #initPropertySources will be called in any case when the context   is refreshed; do it eagerly here to ensure servlet property sources are in place for 
SpringFramework,WITHOUT_CLASSIFICATION,//  Now revert state of foh and try compiling it: 
SpringFramework,WITHOUT_CLASSIFICATION,//  non-static method reference type return 
SpringFramework,WITHOUT_CLASSIFICATION,//  No choice but to go through all mappings... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Extract column value from JDBC ResultSet. 
SpringFramework,WITHOUT_CLASSIFICATION,//  The final parameter may or may not need packaging into an array or nothing may   have been passed to satisfy the varargs and so something needs to be built. 
SpringFramework,WITHOUT_CLASSIFICATION,//  caching disabled 
SpringFramework,WITHOUT_CLASSIFICATION,//  Three strings optimal bytecode would only use one StringBuilder 
SpringFramework,WITHOUT_CLASSIFICATION,//  GenericTypeAwarePropertyDescriptor leniently resolves a set* write method   against a declared read method so we prefer read method descriptors here. 
SpringFramework,WITHOUT_CLASSIFICATION,//  must not throw a NullPointerException 
SpringFramework,WITHOUT_CLASSIFICATION,//  Expose current TransactionStatus preserving any existing TransactionStatus   for restoration after this transaction is complete. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Invoke with a request parameter (RedirectView return value) 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Copy methods for java.io.InputStream / java.io.OutputStream  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Must be first 
SpringFramework,WITHOUT_CLASSIFICATION,//  will return true if we're not proxying interfaces 
SpringFramework,WITHOUT_CLASSIFICATION,//  from DefaultPropertiesFileDetectionTestPropertySourceTests.properties 
SpringFramework,WITHOUT_CLASSIFICATION,//  - The offset of the RuntimeVisibleParameterAnnotations attribute or 0. 
SpringFramework,WITHOUT_CLASSIFICATION,//  testing on Unix 
SpringFramework,WITHOUT_CLASSIFICATION,//  For parameter source lookups we need to provide case-insensitive lookup support   since the database meta-data is not necessarily providing case sensitive parameter names. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Expose all standard FreeMarker hash models. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add default constructor to list of optional constructors as fallback. 
SpringFramework,WITHOUT_CLASSIFICATION,//  The dummy business method will throw an exception if the   afterPropertiesSet() callback wasn't invoked 
SpringFramework,WITHOUT_CLASSIFICATION,//  optional .SecondMsg blah = 2; 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unregister beans already registered by this exporter. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If we get here we know we have an AspectJ method.   Check that it's an AspectJ-annotated class 
